"Gene","Chromosome","Arm","Cytoband","Start","ChrArm"
"UNQ5829","Chr16","p","16p13.3",1088226,"Chr16p"
"ADIO","Chr16","p","16p13.3",1088226,"Chr16p"
"CACNA1H","Chr16","p","16p13.3",1153103,"Chr16p"
"CAV3.2","Chr16","p","16p13.3",1153103,"Chr16p"
"TPSG1","Chr16","p","16p13.3",1221651,"Chr16p"
"PRSS31","Chr16","p","16p13.3",1221651,"Chr16p"
"TMT","Chr16","p","16p13.3",1221651,"Chr16p"
"TPSB2","Chr16","p","16p13.3",1227272,"Chr16p"
"TPSAB1","Chr16","p","16p13.3",1239266,"Chr16p"
"TPS1","Chr16","p","16p13.3",1239266,"Chr16p"
"TPS2","Chr16","p","16p13.3",1239266,"Chr16p"
"TPSB1","Chr16","p","16p13.3",1239266,"Chr16p"
"TPSD1","Chr16","p","16p13.3",1256059,"Chr16p"
"PRSS29P","Chr16","p","16p13.3",1261313,"Chr16p"
"ISP2","Chr16","p","16p13.3",1261313,"Chr16p"
"TPSP2","Chr16","p","16p13.3",1286254,"Chr16p"
"MASTIN","Chr16","p","16p13.3",1286254,"Chr16p"
"UBE2I","Chr16","p","16p13.3",1291444,"Chr16p"
"UBC9","Chr16","p","16p13.3",1291444,"Chr16p"
"RPS20P2","Chr16","p","16p13.3",1329078,"Chr16p"
"BAIAP3","Chr16","p","16p13.3",1333638,"Chr16p"
"BAP3","Chr16","p","16p13.3",1333638,"Chr16p"
"KIAA0734","Chr16","p","16p13.3",1333638,"Chr16p"
"TSR3","Chr16","p","16p13.3",1349240,"Chr16p"
"C16ORF42","Chr16","p","16p13.3",1349240,"Chr16p"
"MGC24381","Chr16","p","16p13.3",1349240,"Chr16p"
"GNPTG","Chr16","p","16p13.3",1351931,"Chr16p"
"C16ORF27","Chr16","p","16p13.3",1351931,"Chr16p"
"C316G12.3","Chr16","p","16p13.3",1351931,"Chr16p"
"CAB56184","Chr16","p","16p13.3",1351931,"Chr16p"
"GNPTAG","Chr16","p","16p13.3",1351931,"Chr16p"
"UNKL","Chr16","p","16p13.3",1363205,"Chr16p"
"C16ORF28","Chr16","p","16p13.3",1363205,"Chr16p"
"FLJ23360","Chr16","p","16p13.3",1363205,"Chr16p"
"ZC3H5L","Chr16","p","16p13.3",1363205,"Chr16p"
"ZC3HDC5L","Chr16","p","16p13.3",1363205,"Chr16p"
"UQCC4","Chr16","p","16p13.3",1419752,"Chr16p"
"C16ORF91","Chr16","p","16p13.3",1419752,"Chr16p"
"CCSMST1","Chr16","p","16p13.3",1419752,"Chr16p"
"GS103","Chr16","p","16p13.3",1419752,"Chr16p"
"URLC5","Chr16","p","16p13.3",1419752,"Chr16p"
"PERCC1","Chr16","p","16p13.3",1431078,"Chr16p"
"CCDC154","Chr16","p","16p13.3",1434383,"Chr16p"
"C16ORF29","Chr16","p","16p13.3",1434383,"Chr16p"
"LOC645811","Chr16","p","16p13.3",1434383,"Chr16p"
"CLCN7","Chr16","p","16p13.3",1444934,"Chr16p"
"CLC-7","Chr16","p","16p13.3",1444934,"Chr16p"
"CLC7","Chr16","p","16p13.3",1444934,"Chr16p"
"OPTA2","Chr16","p","16p13.3",1444934,"Chr16p"
"PPP1R63","Chr16","p","16p13.3",1444934,"Chr16p"
"RPS3AP2","Chr16","p","16p13.3",1477830,"Chr16p"
"PTX4","Chr16","p","16p13.3",1485886,"Chr16p"
"C16ORF38","Chr16","p","16p13.3",1485886,"Chr16p"
"TELO2","Chr16","p","16p13.3",1493344,"Chr16p"
"HCLK2","Chr16","p","16p13.3",1493344,"Chr16p"
"KIAA0683","Chr16","p","16p13.3",1493344,"Chr16p"
"IFT140","Chr16","p","16p13.3",1510427,"Chr16p"
"GS114","Chr16","p","16p13.3",1510427,"Chr16p"
"KIAA0590","Chr16","p","16p13.3",1510427,"Chr16p"
"WDTC2","Chr16","p","16p13.3",1510427,"Chr16p"
"TMEM204","Chr16","p","16p13.3",1528688,"Chr16p"
"C16ORF30","Chr16","p","16p13.3",1528688,"Chr16p"
"CLP24","Chr16","p","16p13.3",1528688,"Chr16p"
"FLJ20898","Chr16","p","16p13.3",1528688,"Chr16p"
"CRAMP1","Chr16","p","16p13.3",1612337,"Chr16p"
"CRAMP1L","Chr16","p","16p13.3",1612337,"Chr16p"
"KIAA1426","Chr16","p","16p13.3",1612337,"Chr16p"
"JPT2","Chr16","p","16p13.3",1678256,"Chr16p"
"C16ORF34","Chr16","p","16p13.3",1678256,"Chr16p"
"FLJ13092","Chr16","p","16p13.3",1678256,"Chr16p"
"HN1L","Chr16","p","16p13.3",1678256,"Chr16p"
"MAPK8IP3","Chr16","p","16p13.3",1706166,"Chr16p"
"JIP3","Chr16","p","16p13.3",1706166,"Chr16p"
"JSAP1","Chr16","p","16p13.3",1706166,"Chr16p"
"KIAA1066","Chr16","p","16p13.3",1706166,"Chr16p"
"SYD","Chr16","p","16p13.3",1706166,"Chr16p"
"MAPK8IP3-AS1","Chr16","p","16p13.3",1713527,"Chr16p"
"MIR3177","Chr16","p","16p13.3",1734985,"Chr16p"
"HSA-MIR-3177","Chr16","p","16p13.3",1734985,"Chr16p"
"NME3","Chr16","p","16p13.3",1770320,"Chr16p"
"DR-NM23","Chr16","p","16p13.3",1770320,"Chr16p"
"NDPKC","Chr16","p","16p13.3",1770320,"Chr16p"
"NM23-H3","Chr16","p","16p13.3",1770320,"Chr16p"
"MRPS34","Chr16","p","16p13.3",1771890,"Chr16p"
"MGC2616","Chr16","p","16p13.3",1771890,"Chr16p"
"MRP-S12","Chr16","p","16p13.3",1771890,"Chr16p"
"EME2","Chr16","p","16p13.3",1772810,"Chr16p"
"FLJ00151","Chr16","p","16p13.3",1772810,"Chr16p"
"SLX2B","Chr16","p","16p13.3",1772810,"Chr16p"
"SPSB3","Chr16","p","16p13.3",1776712,"Chr16p"
"C16ORF31","Chr16","p","16p13.3",1776712,"Chr16p"
"SSB-3","Chr16","p","16p13.3",1776712,"Chr16p"
"NUBP2","Chr16","p","16p13.3",1782932,"Chr16p"
"CIAO6","Chr16","p","16p13.3",1782932,"Chr16p"
"IGFALS","Chr16","p","16p13.3",1790413,"Chr16p"
"ALS","Chr16","p","16p13.3",1790413,"Chr16p"
"HAGH","Chr16","p","16p13.3",1795620,"Chr16p"
"GLO2","Chr16","p","16p13.3",1795620,"Chr16p"
"GLXII","Chr16","p","16p13.3",1795620,"Chr16p"
"HAGH1","Chr16","p","16p13.3",1795620,"Chr16p"
"FAHD1","Chr16","p","16p13.3",1826967,"Chr16p"
"C16ORF36","Chr16","p","16p13.3",1826967,"Chr16p"
"DKFZP566J2046","Chr16","p","16p13.3",1826967,"Chr16p"
"MEIOB","Chr16","p","16p13.3",1833986,"Chr16p"
"C16ORF73","Chr16","p","16p13.3",1833986,"Chr16p"
"MGC35212","Chr16","p","16p13.3",1833986,"Chr16p"
"LINC00254","Chr16","p","16p13.3",1878285,"Chr16p"
"C16ORF32","Chr16","p","16p13.3",1878285,"Chr16p"
"NCRNA00254","Chr16","p","16p13.3",1878285,"Chr16p"
"LINC02124","Chr16","p","16p13.3",1889114,"Chr16p"
"HS3ST6","Chr16","p","16p13.3",1911475,"Chr16p"
"MSRB1","Chr16","p","16p13.3",1938229,"Chr16p"
"SELENOR","Chr16","p","16p13.3",1938229,"Chr16p"
"SELENOX","Chr16","p","16p13.3",1938229,"Chr16p"
"SELR","Chr16","p","16p13.3",1938229,"Chr16p"
"SELX","Chr16","p","16p13.3",1938229,"Chr16p"
"SEPR","Chr16","p","16p13.3",1938229,"Chr16p"
"SEPX1","Chr16","p","16p13.3",1938229,"Chr16p"
"RPL3L","Chr16","p","16p13.3",1943974,"Chr16p"
"NDUFB10","Chr16","p","16p13.3",1959538,"Chr16p"
"PDSW","Chr16","p","16p13.3",1959538,"Chr16p"
"RPS2","Chr16","p","16p13.3",1962058,"Chr16p"
"LLREP3","Chr16","p","16p13.3",1962058,"Chr16p"
"US5","Chr16","p","16p13.3",1962058,"Chr16p"
"SNORA10","Chr16","p","16p13.3",1962334,"Chr16p"
"ACA10","Chr16","p","16p13.3",1962334,"Chr16p"
"SNORA10A","Chr16","p","16p13.3",1962334,"Chr16p"
"SNORA64","Chr16","p","16p13.3",1962973,"Chr16p"
"RNU64","Chr16","p","16p13.3",1962973,"Chr16p"
"U64","Chr16","p","16p13.3",1962973,"Chr16p"
"SNHG9","Chr16","p","16p13.3",1964895,"Chr16p"
"DKFZP686N06141","Chr16","p","16p13.3",1964895,"Chr16p"
"NCRNA00062","Chr16","p","16p13.3",1964895,"Chr16p"
"SNORA78","Chr16","p","16p13.3",1965184,"Chr16p"
"ACA64","Chr16","p","16p13.3",1965184,"Chr16p"
"RNF151","Chr16","p","16p13.3",1966823,"Chr16p"
"TBL3","Chr16","p","16p13.3",1972053,"Chr16p"
"SAZD","Chr16","p","16p13.3",1972053,"Chr16p"
"UTP13","Chr16","p","16p13.3",1972053,"Chr16p"
"NOXO1","Chr16","p","16p13.3",1978917,"Chr16p"
"P41NOXA","Chr16","p","16p13.3",1978917,"Chr16p"
"P41NOXB","Chr16","p","16p13.3",1978917,"Chr16p"
"P41NOXC","Chr16","p","16p13.3",1978917,"Chr16p"
"SH3PXD5","Chr16","p","16p13.3",1978917,"Chr16p"
"SNX28","Chr16","p","16p13.3",1978917,"Chr16p"
"GFER","Chr16","p","16p13.3",1984193,"Chr16p"
"HERV1","Chr16","p","16p13.3",1984193,"Chr16p"
"HPO1","Chr16","p","16p13.3",1984193,"Chr16p"
"HPO2","Chr16","p","16p13.3",1984193,"Chr16p"
"HSS","Chr16","p","16p13.3",1984193,"Chr16p"
"SYNGR3","Chr16","p","16p13.3",1989660,"Chr16p"
"ZNF598","Chr16","p","16p13.3",1997654,"Chr16p"
"FLJ00086","Chr16","p","16p13.3",1997654,"Chr16p"
"HEL2","Chr16","p","16p13.3",1997654,"Chr16p"
"NPW","Chr16","p","16p13.3",2009926,"Chr16p"
"PPL8","Chr16","p","16p13.3",2009926,"Chr16p"
"RN7SL219P","Chr16","p","16p13.3",2013181,"Chr16p"
"NHERF2","Chr16","p","16p13.3",2025356,"Chr16p"
"E3KARP","Chr16","p","16p13.3",2025356,"Chr16p"
"NHERF-2","Chr16","p","16p13.3",2025356,"Chr16p"
"OCTS2","Chr16","p","16p13.3",2025356,"Chr16p"
"SLC9A3R2","Chr16","p","16p13.3",2025356,"Chr16p"
"TKA-1","Chr16","p","16p13.3",2025356,"Chr16p"
"NTHL1","Chr16","p","16p13.3",2039815,"Chr16p"
"NTH1","Chr16","p","16p13.3",2039815,"Chr16p"
"OCTS3","Chr16","p","16p13.3",2039815,"Chr16p"
"TSC2","Chr16","p","16p13.3",2047967,"Chr16p"
"PPP1R160","Chr16","p","16p13.3",2047967,"Chr16p"
"TSC4","Chr16","p","16p13.3",2047967,"Chr16p"
"TUBERIN","Chr16","p","16p13.3",2047967,"Chr16p"
"PKD1","Chr16","p","16p13.3",2088708,"Chr16p"
"TRPP1","Chr16","p","16p13.3",2088708,"Chr16p"
"MIR1225","Chr16","p","16p13.3",2090195,"Chr16p"
"HSA-MIR-1225","Chr16","p","16p13.3",2090195,"Chr16p"
"MIRN1225","Chr16","p","16p13.3",2090195,"Chr16p"
"PKD1-AS1","Chr16","p","16p13.3",2091436,"Chr16p"
"MIR6511B1","Chr16","p","16p13.3",2106669,"Chr16p"
"HSA-MIR-6511B-1","Chr16","p","16p13.3",2106669,"Chr16p"
"MIR4516","Chr16","p","16p13.3",2133119,"Chr16p"
"HSA-MIR-4516","Chr16","p","16p13.3",2133119,"Chr16p"
"MIR3180-5","Chr16","p","16p13.3",2135977,"Chr16p"
"HSA-MIR-3180-5","Chr16","p","16p13.3",2135977,"Chr16p"
"RAB26","Chr16","p","16p13.3",2140803,"Chr16p"
"SNHG19","Chr16","p","16p13.3",2154792,"Chr16p"
"SNORD60HG","Chr16","p","16p13.3",2154792,"Chr16p"
"SNORD60","Chr16","p","16p13.3",2155023,"Chr16p"
"RNU60","Chr16","p","16p13.3",2155023,"Chr16p"
"U60","Chr16","p","16p13.3",2155023,"Chr16p"
"TRAF7","Chr16","p","16p13.3",2155698,"Chr16p"
"DKFZP586I021","Chr16","p","16p13.3",2155698,"Chr16p"
"MGC7807","Chr16","p","16p13.3",2155698,"Chr16p"
"RFWD1","Chr16","p","16p13.3",2155698,"Chr16p"
"RNF119","Chr16","p","16p13.3",2155698,"Chr16p"
"CASKIN1","Chr16","p","16p13.3",2177180,"Chr16p"
"ANKS5A","Chr16","p","16p13.3",2177180,"Chr16p"
"KIAA1306","Chr16","p","16p13.3",2177180,"Chr16p"
"MLST8","Chr16","p","16p13.3",2204248,"Chr16p"
"GBETAL","Chr16","p","16p13.3",2204248,"Chr16p"
"GBL","Chr16","p","16p13.3",2204248,"Chr16p"
"LST8","Chr16","p","16p13.3",2204248,"Chr16p"
"BRICD5","Chr16","p","16p13.3",2209253,"Chr16p"
"C16ORF79","Chr16","p","16p13.3",2209253,"Chr16p"
"MGC21830","Chr16","p","16p13.3",2209253,"Chr16p"
"PGP","Chr16","p","16p13.3",2211593,"Chr16p"
"E4F1","Chr16","p","16p13.3",2223580,"Chr16p"
"E4F","Chr16","p","16p13.3",2223580,"Chr16p"
"DNASE1L2","Chr16","p","16p13.3",2235816,"Chr16p"
"DNAS1L2","Chr16","p","16p13.3",2235816,"Chr16p"
"ECI1","Chr16","p","16p13.3",2239402,"Chr16p"
"DCI","Chr16","p","16p13.3",2239402,"Chr16p"
"ECI1-AS1","Chr16","p","16p13.3",2240487,"Chr16p"
"RNPS1","Chr16","p","16p13.3",2253116,"Chr16p"
"MIR3677HG","Chr16","p","16p13.3",2268155,"Chr16p"
"MIR3677","Chr16","p","16p13.3",2270713,"Chr16p"
"HSA-MIR-3677","Chr16","p","16p13.3",2270713,"Chr16p"
"MIR940","Chr16","p","16p13.3",2271747,"Chr16p"
"HSA-MIR-940","Chr16","p","16p13.3",2271747,"Chr16p"
"MIRN940","Chr16","p","16p13.3",2271747,"Chr16p"
"MIR4717","Chr16","p","16p13.3",2274620,"Chr16p"
"HSA-MIR-4717","Chr16","p","16p13.3",2274620,"Chr16p"
"ABCA3","Chr16","p","16p13.3",2275881,"Chr16p"
"ABC-C","Chr16","p","16p13.3",2275881,"Chr16p"
"ABC3","Chr16","p","16p13.3",2275881,"Chr16p"
"EST111653","Chr16","p","16p13.3",2275881,"Chr16p"
"LBM180","Chr16","p","16p13.3",2275881,"Chr16p"
"ABCA17P","Chr16","p","16p13.3",2339150,"Chr16p"
"CCNF","Chr16","p","16p13.3",2429394,"Chr16p"
"FBX1","Chr16","p","16p13.3",2429394,"Chr16p"
"FBXO1","Chr16","p","16p13.3",2429394,"Chr16p"
"MIR6767","Chr16","p","16p13.3",2445392,"Chr16p"
"HSA-MIR-6767","Chr16","p","16p13.3",2445392,"Chr16p"
"TEDC2","Chr16","p","16p13.3",2460086,"Chr16p"
"C16ORF59","Chr16","p","16p13.3",2460086,"Chr16p"
"FLJ13909","Chr16","p","16p13.3",2460086,"Chr16p"
"MIR6768","Chr16","p","16p13.3",2463967,"Chr16p"
"HSA-MIR-6768","Chr16","p","16p13.3",2463967,"Chr16p"
"TEDC2-AS1","Chr16","p","16p13.3",2464950,"Chr16p"
"NTN3","Chr16","p","16p13.3",2471297,"Chr16p"
"NTN2L","Chr16","p","16p13.3",2471297,"Chr16p"
"TBC1D24","Chr16","p","16p13.3",2475051,"Chr16p"
"DFNA65","Chr16","p","16p13.3",2475051,"Chr16p"
"DFNB86","Chr16","p","16p13.3",2475051,"Chr16p"
"KIAA1171","Chr16","p","16p13.3",2475051,"Chr16p"
"TLDC6","Chr16","p","16p13.3",2475051,"Chr16p"
"ATP6V0C","Chr16","p","16p13.3",2513952,"Chr16p"
"ATP6L","Chr16","p","16p13.3",2513952,"Chr16p"
"ATPL","Chr16","p","16p13.3",2513952,"Chr16p"
"VATL","Chr16","p","16p13.3",2513952,"Chr16p"
"VMA3","Chr16","p","16p13.3",2513952,"Chr16p"
"AMDHD2","Chr16","p","16p13.3",2520357,"Chr16p"
"CGI-14","Chr16","p","16p13.3",2520357,"Chr16p"
"CEMP1","Chr16","p","16p13.3",2530035,"Chr16p"
"CP-23","Chr16","p","16p13.3",2530035,"Chr16p"
"MIR3178","Chr16","p","16p13.3",2531922,"Chr16p"
"HSA-MIR-3178","Chr16","p","16p13.3",2531922,"Chr16p"
"PDPK1","Chr16","p","16p13.3",2537979,"Chr16p"
"PDPK2P","Chr16","p","16p13.3",2616453,"Chr16p"
"ERVK13-1","Chr16","p","16p13.3",2660348,"Chr16p"
"KCTD5","Chr16","p","16p13.3",2682523,"Chr16p"
"FLJ20040","Chr16","p","16p13.3",2682523,"Chr16p"
"PRSS27","Chr16","p","16p13.3",2712419,"Chr16p"
"CAPH2","Chr16","p","16p13.3",2712419,"Chr16p"
"MPN","Chr16","p","16p13.3",2712419,"Chr16p"
"SRRM2-AS1","Chr16","p","16p13.3",2737076,"Chr16p"
"SRRM2","Chr16","p","16p13.3",2752626,"Chr16p"
"CWC21","Chr16","p","16p13.3",2752626,"Chr16p"
"KIAA0324","Chr16","p","16p13.3",2752626,"Chr16p"
"SRL300","Chr16","p","16p13.3",2752626,"Chr16p"
"SRM300","Chr16","p","16p13.3",2752626,"Chr16p"
"ELOB","Chr16","p","16p13.3",2771414,"Chr16p"
"TCEB2","Chr16","p","16p13.3",2771414,"Chr16p"
"PRSS33","Chr16","p","16p13.3",2783953,"Chr16p"
"SNORA3C","Chr16","p","16p13.3",2796408,"Chr16p"
"PRSS41","Chr16","p","16p13.3",2798470,"Chr16p"
"TESSP1","Chr16","p","16p13.3",2798470,"Chr16p"
"PRSS21","Chr16","p","16p13.3",2817180,"Chr16p"
"ESP-1","Chr16","p","16p13.3",2817180,"Chr16p"
"TEST1","Chr16","p","16p13.3",2817180,"Chr16p"
"EIF1P4","Chr16","p","16p13.3",2822659,"Chr16p"
"ZG16B","Chr16","p","16p13.3",2830253,"Chr16p"
"HRPE773","Chr16","p","16p13.3",2830253,"Chr16p"
"JCLN2","Chr16","p","16p13.3",2830253,"Chr16p"
"PRO1567","Chr16","p","16p13.3",2830253,"Chr16p"
"PRSS30P","Chr16","p","16p13.3",2839568,"Chr16p"
"DISP","Chr16","p","16p13.3",2839568,"Chr16p"
"MGC5228","Chr16","p","16p13.3",2839568,"Chr16p"
"TMPRSS8","Chr16","p","16p13.3",2839568,"Chr16p"
"TMPRSS8P","Chr16","p","16p13.3",2839568,"Chr16p"
"PRSS22","Chr16","p","16p13.3",2852730,"Chr16p"
"BSSP-4","Chr16","p","16p13.3",2852730,"Chr16p"
"HBSSP-4","Chr16","p","16p13.3",2852730,"Chr16p"
"SP001LA","Chr16","p","16p13.3",2852730,"Chr16p"
"FLYWCH2","Chr16","p","16p13.3",2883213,"Chr16p"
"FLYWCH1","Chr16","p","16p13.3",2911931,"Chr16p"
"DKFZP761A132","Chr16","p","16p13.3",2911931,"Chr16p"
"RPL23AP86","Chr16","p","16p13.3",2922662,"Chr16p"
"KREMEN2","Chr16","p","16p13.3",2964216,"Chr16p"
"KRM2","Chr16","p","16p13.3",2964216,"Chr16p"
"MGC10791","Chr16","p","16p13.3",2964216,"Chr16p"
"PKMYT1","Chr16","p","16p13.3",2968024,"Chr16p"
"MYT1","Chr16","p","16p13.3",2968024,"Chr16p"
"PPP1R126","Chr16","p","16p13.3",2968024,"Chr16p"
"PAQR4","Chr16","p","16p13.3",2969270,"Chr16p"
"FLJ30002","Chr16","p","16p13.3",2969270,"Chr16p"
"GREP1","Chr16","p","16p13.3",2988256,"Chr16p"
"G029442","Chr16","p","16p13.3",2988256,"Chr16p"
"LINC00514","Chr16","p","16p13.3",2988256,"Chr16p"
"CLDN9","Chr16","p","16p13.3",3012923,"Chr16p"
"CLDN6","Chr16","p","16p13.3",3014712,"Chr16p"
"TNFRSF12A","Chr16","p","16p13.3",3018445,"Chr16p"
"CD266","Chr16","p","16p13.3",3018445,"Chr16p"
"FN14","Chr16","p","16p13.3",3018445,"Chr16p"
"TWEAKR","Chr16","p","16p13.3",3018445,"Chr16p"
"HCFC1R1","Chr16","p","16p13.3",3022625,"Chr16p"
"FLJ20568","Chr16","p","16p13.3",3022625,"Chr16p"
"THOC6","Chr16","p","16p13.3",3024027,"Chr16p"
"FSAP35","Chr16","p","16p13.3",3024027,"Chr16p"
"MGC2655","Chr16","p","16p13.3",3024027,"Chr16p"
"WDR58","Chr16","p","16p13.3",3024027,"Chr16p"
"BICDL2","Chr16","p","16p13.3",3027682,"Chr16p"
"CCDC64B","Chr16","p","16p13.3",3027682,"Chr16p"
"MMP25-AS1","Chr16","p","16p13.3",3037400,"Chr16p"
"MMP25","Chr16","p","16p13.3",3046062,"Chr16p"
"MMPL1","Chr16","p","16p13.3",3046062,"Chr16p"
"MT6-MMP","Chr16","p","16p13.3",3046062,"Chr16p"
"IL32","Chr16","p","16p13.3",3065297,"Chr16p"
"NK4","Chr16","p","16p13.3",3065297,"Chr16p"
"TAIF","Chr16","p","16p13.3",3065297,"Chr16p"
"TAIFB","Chr16","p","16p13.3",3065297,"Chr16p"
"TAIFD","Chr16","p","16p13.3",3065297,"Chr16p"
"RNU1-125P","Chr16","p","16p13.3",3069523,"Chr16p"
"RNU1-22P","Chr16","p","16p13.3",3086143,"Chr16p"
"ZSCAN10","Chr16","p","16p13.3",3088890,"Chr16p"
"ZNF206","Chr16","p","16p13.3",3088890,"Chr16p"
"ZNF213-AS1","Chr16","p","16p13.3",3100696,"Chr16p"
"ZNF205","Chr16","p","16p13.3",3112560,"Chr16p"
"ZFP13","Chr16","p","16p13.3",3112560,"Chr16p"
"ZNF210","Chr16","p","16p13.3",3112560,"Chr16p"
"ZNF213","Chr16","p","16p13.3",3129777,"Chr16p"
"CR53","Chr16","p","16p13.3",3129777,"Chr16p"
"ZKSCAN21","Chr16","p","16p13.3",3129777,"Chr16p"
"ZSCAN53","Chr16","p","16p13.3",3129777,"Chr16p"
"CASP16P","Chr16","p","16p13.3",3144015,"Chr16p"
"CASP16","Chr16","p","16p13.3",3144015,"Chr16p"
"OR1F1","Chr16","p","16p13.3",3188204,"Chr16p"
"OLFMF","Chr16","p","16p13.3",3188204,"Chr16p"
"OR16-36","Chr16","p","16p13.3",3188204,"Chr16p"
"OR16-37","Chr16","p","16p13.3",3188204,"Chr16p"
"OR16-88","Chr16","p","16p13.3",3188204,"Chr16p"
"OR16-89","Chr16","p","16p13.3",3188204,"Chr16p"
"OR16-90","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F10","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F13P","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F4","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F5","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F6","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F7","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F8","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F9","Chr16","p","16p13.3",3188204,"Chr16p"
"OR3-145","Chr16","p","16p13.3",3188204,"Chr16p"
"OR1F2P","Chr16","p","16p13.3",3215611,"Chr16p"
"OLFMF2","Chr16","p","16p13.3",3215611,"Chr16p"
"OR1F2","Chr16","p","16p13.3",3215611,"Chr16p"
"OR1F3P","Chr16","p","16p13.3",3215611,"Chr16p"
"ZNF200","Chr16","p","16p13.3",3222325,"Chr16p"
"MEFV","Chr16","p","16p13.3",3242027,"Chr16p"
"FMF","Chr16","p","16p13.3",3242027,"Chr16p"
"MEF","Chr16","p","16p13.3",3242027,"Chr16p"
"TRIM20","Chr16","p","16p13.3",3242027,"Chr16p"
"LINC00921","Chr16","p","16p13.3",3263743,"Chr16p"
"FLJ39639","Chr16","p","16p13.3",3263743,"Chr16p"
"ZNF263","Chr16","p","16p13.3",3283283,"Chr16p"
"FPM315","Chr16","p","16p13.3",3283283,"Chr16p"
"ZKSCAN12","Chr16","p","16p13.3",3283283,"Chr16p"
"ZSCAN44","Chr16","p","16p13.3",3283283,"Chr16p"
"TIGD7","Chr16","p","16p13.3",3298808,"Chr16p"
"SANCHO","Chr16","p","16p13.3",3298808,"Chr16p"
"ZNF75A","Chr16","p","16p13.3",3305406,"Chr16p"
"FLJ31529","Chr16","p","16p13.3",3305406,"Chr16p"
"RPL7L1P19","Chr16","p","16p13.3",3323192,"Chr16p"
"OR2C1","Chr16","p","16p13.3",3355889,"Chr16p"
"OLFMF3","Chr16","p","16p13.3",3355889,"Chr16p"
"OR2C2P","Chr16","p","16p13.3",3355889,"Chr16p"
"MTCO1P28","Chr16","p","16p13.3",3367719,"Chr16p"
"MTND1P8","Chr16","p","16p13.3",3369957,"Chr16p"
"ZSCAN32","Chr16","p","16p13.3",3382081,"Chr16p"
"FLJ20417","Chr16","p","16p13.3",3382081,"Chr16p"
"ZNF434","Chr16","p","16p13.3",3382081,"Chr16p"
"ZNF174","Chr16","p","16p13.3",3401215,"Chr16p"
"ZSCAN8","Chr16","p","16p13.3",3401215,"Chr16p"
"ZNF597","Chr16","p","16p13.3",3432414,"Chr16p"
"FLJ33071","Chr16","p","16p13.3",3432414,"Chr16p"
"HIT-4","Chr16","p","16p13.3",3432414,"Chr16p"
"NAA60","Chr16","p","16p13.3",3443649,"Chr16p"
"FLJ14154","Chr16","p","16p13.3",3443649,"Chr16p"
"HAT4","Chr16","p","16p13.3",3443649,"Chr16p"
"HNAA60","Chr16","p","16p13.3",3443649,"Chr16p"
"NAT15","Chr16","p","16p13.3",3443649,"Chr16p"
"NATF","Chr16","p","16p13.3",3443649,"Chr16p"
"MIR6126","Chr16","p","16p13.3",3485381,"Chr16p"
"HSA-MIR-6126","Chr16","p","16p13.3",3485381,"Chr16p"
"C16ORF90","Chr16","p","16p13.3",3493484,"Chr16p"
"LOC646174","Chr16","p","16p13.3",3493484,"Chr16p"
"CLUAP1","Chr16","p","16p13.3",3500976,"Chr16p"
"CFAP22","Chr16","p","16p13.3",3500976,"Chr16p"
"FAP22","Chr16","p","16p13.3",3500976,"Chr16p"
"FLJ13297","Chr16","p","16p13.3",3500976,"Chr16p"
"IFT38","Chr16","p","16p13.3",3500976,"Chr16p"
"KIAA0643","Chr16","p","16p13.3",3500976,"Chr16p"
"NLRC3","Chr16","p","16p13.3",3539033,"Chr16p"
"CLR16.2","Chr16","p","16p13.3",3539033,"Chr16p"
"FLJ00348","Chr16","p","16p13.3",3539033,"Chr16p"
"NOD3","Chr16","p","16p13.3",3539033,"Chr16p"
"SLX4","Chr16","p","16p13.3",3581181,"Chr16p"
"BTBD12","Chr16","p","16p13.3",3581181,"Chr16p"
"FANCP","Chr16","p","16p13.3",3581181,"Chr16p"
"KIAA1784","Chr16","p","16p13.3",3581181,"Chr16p"
"KIAA1987","Chr16","p","16p13.3",3581181,"Chr16p"
"DNASE1","Chr16","p","16p13.3",3611728,"Chr16p"
"DNL1","Chr16","p","16p13.3",3611728,"Chr16p"
"HSP75","Chr16","p","16p13.3",3651639,"Chr16p"
"HSP90L","Chr16","p","16p13.3",3651639,"Chr16p"
"CREBBP","Chr16","p","16p13.3",3725054,"Chr16p"
"KAT3A","Chr16","p","16p13.3",3725054,"Chr16p"
"RSTS","Chr16","p","16p13.3",3725054,"Chr16p"
"RTS","Chr16","p","16p13.3",3725054,"Chr16p"
"DPPA3P6","Chr16","p","16p13.3",3840528,"Chr16p"
"LINC02861","Chr16","p","16p13.3",3930806,"Chr16p"
"RP11-462G12.2","Chr16","p","16p13.3",3930806,"Chr16p"
"ADCY9","Chr16","p","16p13.3",3953387,"Chr16p"
"AC9","Chr16","p","16p13.3",3953387,"Chr16p"
"SRL","Chr16","p","16p13.3",4189374,"Chr16p"
